chrom	start	end	region	coverage	sample
MN908947.3	9470	9866	SARS-CoV-2_32	24	3165
MN908947.3	9782	10176	SARS-CoV-2_33	101	3165
MN908947.3	10076	10491	SARS-CoV-2_34	27	3165
MN908947.3	10393	10810	SARS-CoV-2_35	0	3165
MN908947.3	10713	11116	SARS-CoV-2_36	0	3165
MN908947.3	11000	11414	SARS-CoV-2_37	0	3165
MN908947.3	11305	11720	SARS-CoV-2_38	47	3165
MN908947.3	11624	12033	SARS-CoV-2_39	21	3165
MN908947.3	11937	12339	SARS-CoV-2_40	29	3165
MN908947.3	12234	12643	SARS-CoV-2_41	2539	3165
MN908947.3	12519	12920	SARS-CoV-2_42	5	3165
MN908947.3	12831	13240	SARS-CoV-2_43	17	3165
MN908947.3	13124	13528	SARS-CoV-2_44	2909	3165
MN908947.3	13463	13859	SARS-CoV-2_45	8	3165
MN908947.3	13752	14144	SARS-CoV-2_46	4	3165
MN908947.3	14045	14457	SARS-CoV-2_47	0	3165
MN908947.3	14338	14743	SARS-CoV-2_48	0	3165
MN908947.3	14647	15050	SARS-CoV-2_49	4	3165
MN908947.3	14953	15358	SARS-CoV-2_50	28	3165
MN908947.3	15214	15619	SARS-CoV-2_51	18	3165
MN908947.3	15535	15941	SARS-CoV-2_52	55	3165
MN908947.3	15855	16260	SARS-CoV-2_53	5	3165
MN908947.3	16112	16508	SARS-CoV-2_54	40	3165
MN908947.3	16386	16796	SARS-CoV-2_55	10	3165
MN908947.3	16692	17105	SARS-CoV-2_56	70	3165
MN908947.3	16986	17405	SARS-CoV-2_57	9	3165
MN908947.3	17323	17711	SARS-CoV-2_58	2677	3165
MN908947.3	17615	18022	SARS-CoV-2_59	2663	3165
MN908947.3	17911	18328	SARS-CoV-2_60	0	3165
MN908947.3	18244	18652	SARS-CoV-2_61	1173	3165
MN908947.3	18550	18961	SARS-CoV-2_62	84	3165
MN908947.3	18869	19277	SARS-CoV-2_63	2	3165
MN908947.3	19183	19586	SARS-CoV-2_64	0	3165
MN908947.3	19485	19901	SARS-CoV-2_65	0	3165
MN908947.3	19810	20216	SARS-CoV-2_66	10	3165
MN908947.3	20090	20497	SARS-CoV-2_67	6	3165
MN908947.3	20377	20792	SARS-CoV-2_68	600	3165
MN908947.3	20677	21080	SARS-CoV-2_69	65	3165
MN908947.3	20988	21387	SARS-CoV-2_70	20	3165
MN908947.3	21294	21700	SARS-CoV-2_71	0	3165
MN908947.3	21532	21933	SARS-CoV-2_72	0	3165
MN908947.3	21865	22274	SARS-CoV-2_73	2	3165
MN908947.3	22091	22503	SARS-CoV-2_74	42	3165
MN908947.3	22402	22805	SARS-CoV-2_75	0	3165
MN908947.3	22648	23057	SARS-CoV-2_76	0	3165
MN908947.3	22944	23351	SARS-CoV-2_77	39	3165
MN908947.3	23219	23635	SARS-CoV-2_78	24	3165
MN908947.3	23553	23955	SARS-CoV-2_79	4	3165
MN908947.3	23853	24258	SARS-CoV-2_80	29	3165
MN908947.3	24171	24567	SARS-CoV-2_81	58	3165
MN908947.3	24426	24836	SARS-CoV-2_82	288	3165
MN908947.3	24750	25150	SARS-CoV-2_83	118	3165
MN908947.3	25051	25461	SARS-CoV-2_84	963	3165
MN908947.3	25331	25740	SARS-CoV-2_85	6	3165
MN908947.3	25645	26050	SARS-CoV-2_86	6	3165
MN908947.3	25951	26360	SARS-CoV-2_87	13	3165
MN908947.3	26255	26661	SARS-CoV-2_88	40	3165
MN908947.3	26564	26979	SARS-CoV-2_89	244	3165
MN908947.3	26873	27283	SARS-CoV-2_90	0	3165
MN908947.3	27152	27560	SARS-CoV-2_91	0	3165
MN908947.3	27447	27855	SARS-CoV-2_92	2	3165
MN908947.3	27700	28104	SARS-CoV-2_93	64	3165
MN908947.3	27996	28416	SARS-CoV-2_94	1107	3165
MN908947.3	28190	28598	SARS-CoV-2_95	94	3165
MN908947.3	28512	28914	SARS-CoV-2_96	94	3165
MN908947.3	28827	29227	SARS-CoV-2_97	7	3165
MN908947.3	29136	29534	SARS-CoV-2_98	85	3165
MN908947.3	29452	29854	SARS-CoV-2_99	67	3165
MN908947.3	25	431	SARS-CoV-2_1	0	3182
MN908947.3	324	727	SARS-CoV-2_2	0	3182
MN908947.3	644	1044	SARS-CoV-2_3	0	3182
MN908947.3	944	1362	SARS-CoV-2_4	0	3182
MN908947.3	1245	1650	SARS-CoV-2_5	0	3182
MN908947.3	1540	1948	SARS-CoV-2_6	0	3182
MN908947.3	1851	2250	SARS-CoV-2_7	6	3182
MN908947.3	2154	2571	SARS-CoV-2_8	0	3182
MN908947.3	2483	2885	SARS-CoV-2_9	0	3182
MN908947.3	2826	3210	SARS-CoV-2_10	0	3182
MN908947.3	3078	3492	SARS-CoV-2_11	0	3182
MN908947.3	3390	3794	SARS-CoV-2_12	0	3182
MN908947.3	3683	4093	SARS-CoV-2_13	0	3182
MN908947.3	3992	4409	SARS-CoV-2_14	1	3182
MN908947.3	4312	4710	SARS-CoV-2_15	0	3182
MN908947.3	4620	5017	SARS-CoV-2_16	3	3182
MN908947.3	4923	5331	SARS-CoV-2_17	2	3182
MN908947.3	5230	5643	SARS-CoV-2_18	2	3182
MN908947.3	5561	5957	SARS-CoV-2_19	1	3182
MN908947.3	5867	6272	SARS-CoV-2_20	0	3182
MN908947.3	6184	6582	SARS-CoV-2_21	0	3182
MN908947.3	6478	6885	SARS-CoV-2_22	0	3182
MN908947.3	6747	7148	SARS-CoV-2_23	0	3182
MN908947.3	7057	7467	SARS-CoV-2_24	0	3182
MN908947.3	7381	7770	SARS-CoV-2_25	0	3182
MN908947.3	7672	8092	SARS-CoV-2_26	0	3182
MN908947.3	7997	8395	SARS-CoV-2_27	0	3182
MN908947.3	8304	8714	SARS-CoV-2_28	0	3182
MN908947.3	8596	9013	SARS-CoV-2_29	0	3182
MN908947.3	8919	9329	SARS-CoV-2_30	0	3182
MN908947.3	9168	9564	SARS-CoV-2_31	0	3182
MN908947.3	9470	9866	SARS-CoV-2_32	0	3182
MN908947.3	9782	10176	SARS-CoV-2_33	189	3182
MN908947.3	10076	10491	SARS-CoV-2_34	0	3182
MN908947.3	10393	10810	SARS-CoV-2_35	0	3182
MN908947.3	10713	11116	SARS-CoV-2_36	5	3182
MN908947.3	11000	11414	SARS-CoV-2_37	2	3182
MN908947.3	11305	11720	SARS-CoV-2_38	12	3182
MN908947.3	11624	12033	SARS-CoV-2_39	0	3182
MN908947.3	11937	12339	SARS-CoV-2_40	9	3182
MN908947.3	12234	12643	SARS-CoV-2_41	0	3182
MN908947.3	12519	12920	SARS-CoV-2_42	3	3182
MN908947.3	12831	13240	SARS-CoV-2_43	2	3182
MN908947.3	13124	13528	SARS-CoV-2_44	36	3182
MN908947.3	13463	13859	SARS-CoV-2_45	4	3182
MN908947.3	13752	14144	SARS-CoV-2_46	0	3182
MN908947.3	14045	14457	SARS-CoV-2_47	0	3182
MN908947.3	14338	14743	SARS-CoV-2_48	8	3182
MN908947.3	14647	15050	SARS-CoV-2_49	0	3182
MN908947.3	14953	15358	SARS-CoV-2_50	0	3182
MN908947.3	15214	15619	SARS-CoV-2_51	0	3182
MN908947.3	15535	15941	SARS-CoV-2_52	0	3182
MN908947.3	15855	16260	SARS-CoV-2_53	0	3182
MN908947.3	16112	16508	SARS-CoV-2_54	0	3182
MN908947.3	16386	16796	SARS-CoV-2_55	0	3182
MN908947.3	16692	17105	SARS-CoV-2_56	4	3182
MN908947.3	16986	17405	SARS-CoV-2_57	2	3182
MN908947.3	17323	17711	SARS-CoV-2_58	200	3182
MN908947.3	17615	18022	SARS-CoV-2_59	0	3182
MN908947.3	17911	18328	SARS-CoV-2_60	0	3182
MN908947.3	18244	18652	SARS-CoV-2_61	4	3182
MN908947.3	18550	18961	SARS-CoV-2_62	0	3182
MN908947.3	18869	19277	SARS-CoV-2_63	0	3182
MN908947.3	19183	19586	SARS-CoV-2_64	0	3182
MN908947.3	19485	19901	SARS-CoV-2_65	0	3182
MN908947.3	19810	20216	SARS-CoV-2_66	0	3182
MN908947.3	20090	20497	SARS-CoV-2_67	272	3182
MN908947.3	20377	20792	SARS-CoV-2_68	256	3182
MN908947.3	20677	21080	SARS-CoV-2_69	1	3182
MN908947.3	20988	21387	SARS-CoV-2_70	0	3182
MN908947.3	21294	21700	SARS-CoV-2_71	0	3182
MN908947.3	21532	21933	SARS-CoV-2_72	0	3182
MN908947.3	21865	22274	SARS-CoV-2_73	0	3182
MN908947.3	22091	22503	SARS-CoV-2_74	95	3182
MN908947.3	22402	22805	SARS-CoV-2_75	0	3182
MN908947.3	22648	23057	SARS-CoV-2_76	1	3182
MN908947.3	22944	23351	SARS-CoV-2_77	0	3182
MN908947.3	23219	23635	SARS-CoV-2_78	5	3182
MN908947.3	23553	23955	SARS-CoV-2_79	0	3182
MN908947.3	23853	24258	SARS-CoV-2_80	0	3182
MN908947.3	24171	24567	SARS-CoV-2_81	0	3182
MN908947.3	24426	24836	SARS-CoV-2_82	480	3182
MN908947.3	24750	25150	SARS-CoV-2_83	0	3182
MN908947.3	25051	25461	SARS-CoV-2_84	0	3182
MN908947.3	25331	25740	SARS-CoV-2_85	0	3182
MN908947.3	25645	26050	SARS-CoV-2_86	0	3182
MN908947.3	25951	26360	SARS-CoV-2_87	0	3182
MN908947.3	26255	26661	SARS-CoV-2_88	9	3182
MN908947.3	26564	26979	SARS-CoV-2_89	0	3182
MN908947.3	26873	27283	SARS-CoV-2_90	1557	3182
MN908947.3	27152	27560	SARS-CoV-2_91	913	3182
MN908947.3	27447	27855	SARS-CoV-2_92	0	3182
MN908947.3	27700	28104	SARS-CoV-2_93	5	3182
MN908947.3	27996	28416	SARS-CoV-2_94	15	3182
MN908947.3	28190	28598	SARS-CoV-2_95	13	3182
MN908947.3	28512	28914	SARS-CoV-2_96	26	3182
MN908947.3	28827	29227	SARS-CoV-2_97	0	3182
MN908947.3	29136	29534	SARS-CoV-2_98	0	3182
MN908947.3	29452	29854	SARS-CoV-2_99	0	3182
MN908947.3	25	431	SARS-CoV-2_1	0	4535
MN908947.3	324	727	SARS-CoV-2_2	4	4535
MN908947.3	644	1044	SARS-CoV-2_3	2	4535
MN908947.3	944	1362	SARS-CoV-2_4	1	4535
MN908947.3	1245	1650	SARS-CoV-2_5	3	4535
MN908947.3	1540	1948	SARS-CoV-2_6	4	4535
MN908947.3	1851	2250	SARS-CoV-2_7	1	4535
MN908947.3	2154	2571	SARS-CoV-2_8	7242	4535
MN908947.3	2483	2885	SARS-CoV-2_9	1	4535
MN908947.3	2826	3210	SARS-CoV-2_10	2	4535
MN908947.3	3078	3492	SARS-CoV-2_11	3	4535
MN908947.3	3390	3794	SARS-CoV-2_12	4	4535
MN908947.3	3683	4093	SARS-CoV-2_13	0	4535
MN908947.3	3992	4409	SARS-CoV-2_14	1025	4535
MN908947.3	4312	4710	SARS-CoV-2_15	0	4535
MN908947.3	4620	5017	SARS-CoV-2_16	1	4535
MN908947.3	4923	5331	SARS-CoV-2_17	0	4535
MN908947.3	5230	5643	SARS-CoV-2_18	0	4535
MN908947.3	5561	5957	SARS-CoV-2_19	2	4535
MN908947.3	5867	6272	SARS-CoV-2_20	0	4535
MN908947.3	6184	6582	SARS-CoV-2_21	6	4535
MN908947.3	6478	6885	SARS-CoV-2_22	0	4535
MN908947.3	6747	7148	SARS-CoV-2_23	0	4535
MN908947.3	7057	7467	SARS-CoV-2_24	0	4535
MN908947.3	7381	7770	SARS-CoV-2_25	0	4535
MN908947.3	7672	8092	SARS-CoV-2_26	346	4535
MN908947.3	7997	8395	SARS-CoV-2_27	351	4535
MN908947.3	8304	8714	SARS-CoV-2_28	0	4535
MN908947.3	8596	9013	SARS-CoV-2_29	0	4535
MN908947.3	8919	9329	SARS-CoV-2_30	0	4535
MN908947.3	9168	9564	SARS-CoV-2_31	66	4535
MN908947.3	9470	9866	SARS-CoV-2_32	426	4535
MN908947.3	9782	10176	SARS-CoV-2_33	394	4535
MN908947.3	10076	10491	SARS-CoV-2_34	4	4535
MN908947.3	10393	10810	SARS-CoV-2_35	0	4535
MN908947.3	10713	11116	SARS-CoV-2_36	1	4535
MN908947.3	11000	11414	SARS-CoV-2_37	0	4535
MN908947.3	11305	11720	SARS-CoV-2_38	8	4535
MN908947.3	11624	12033	SARS-CoV-2_39	0	4535
MN908947.3	11937	12339	SARS-CoV-2_40	7	4535
MN908947.3	12234	12643	SARS-CoV-2_41	2	4535
MN908947.3	12519	12920	SARS-CoV-2_42	7	4535
MN908947.3	12831	13240	SARS-CoV-2_43	5	4535
MN908947.3	13124	13528	SARS-CoV-2_44	1	4535
MN908947.3	13463	13859	SARS-CoV-2_45	4183	4535
MN908947.3	13752	14144	SARS-CoV-2_46	4	4535
MN908947.3	14045	14457	SARS-CoV-2_47	1	4535
MN908947.3	14338	14743	SARS-CoV-2_48	0	4535
MN908947.3	14647	15050	SARS-CoV-2_49	0	4535
MN908947.3	14953	15358	SARS-CoV-2_50	3	4535
MN908947.3	15214	15619	SARS-CoV-2_51	4	4535
MN908947.3	15535	15941	SARS-CoV-2_52	0	4535
MN908947.3	15855	16260	SARS-CoV-2_53	0	4535
MN908947.3	16112	16508	SARS-CoV-2_54	82	4535
MN908947.3	16386	16796	SARS-CoV-2_55	374	4535
MN908947.3	16692	17105	SARS-CoV-2_56	7017	4535
MN908947.3	16986	17405	SARS-CoV-2_57	404	4535
MN908947.3	17323	17711	SARS-CoV-2_58	98	4535
MN908947.3	17615	18022	SARS-CoV-2_59	20	4535
MN908947.3	17911	18328	SARS-CoV-2_60	0	4535
MN908947.3	18244	18652	SARS-CoV-2_61	0	4535
MN908947.3	18550	18961	SARS-CoV-2_62	2	4535
MN908947.3	18869	19277	SARS-CoV-2_63	0	4535
MN908947.3	19183	19586	SARS-CoV-2_64	0	4535
MN908947.3	19485	19901	SARS-CoV-2_65	0	4535
MN908947.3	19810	20216	SARS-CoV-2_66	2988	4535
MN908947.3	20090	20497	SARS-CoV-2_67	0	4535
MN908947.3	20377	20792	SARS-CoV-2_68	2	4535
MN908947.3	20677	21080	SARS-CoV-2_69	2	4535
MN908947.3	20988	21387	SARS-CoV-2_70	2	4535
MN908947.3	21294	21700	SARS-CoV-2_71	10	4535
MN908947.3	21532	21933	SARS-CoV-2_72	0	4535
MN908947.3	21865	22274	SARS-CoV-2_73	0	4535
MN908947.3	22091	22503	SARS-CoV-2_74	52	4535
MN908947.3	22402	22805	SARS-CoV-2_75	0	4535
MN908947.3	22648	23057	SARS-CoV-2_76	2	4535
MN908947.3	22944	23351	SARS-CoV-2_77	0	4535
MN908947.3	23219	23635	SARS-CoV-2_78	2	4535
MN908947.3	23553	23955	SARS-CoV-2_79	0	4535
MN908947.3	23853	24258	SARS-CoV-2_80	0	4535
MN908947.3	24171	24567	SARS-CoV-2_81	0	4535
MN908947.3	24426	24836	SARS-CoV-2_82	0	4535
MN908947.3	24750	25150	SARS-CoV-2_83	0	4535
MN908947.3	25051	25461	SARS-CoV-2_84	0	4535
MN908947.3	25331	25740	SARS-CoV-2_85	1197	4535
MN908947.3	25645	26050	SARS-CoV-2_86	2	4535
MN908947.3	25951	26360	SARS-CoV-2_87	3	4535
MN908947.3	26255	26661	SARS-CoV-2_88	3	4535
MN908947.3	26564	26979	SARS-CoV-2_89	2	4535
MN908947.3	26873	27283	SARS-CoV-2_90	0	4535
MN908947.3	27152	27560	SARS-CoV-2_91	0	4535
MN908947.3	27447	27855	SARS-CoV-2_92	0	4535
MN908947.3	27700	28104	SARS-CoV-2_93	4	4535
MN908947.3	27996	28416	SARS-CoV-2_94	8297	4535
MN908947.3	28190	28598	SARS-CoV-2_95	7771	4535
MN908947.3	28512	28914	SARS-CoV-2_96	1423	4535
MN908947.3	28827	29227	SARS-CoV-2_97	4	4535
MN908947.3	29136	29534	SARS-CoV-2_98	39	4535
MN908947.3	29452	29854	SARS-CoV-2_99	2588	4535
MN908947.3	25	431	SARS-CoV-2_1	784	4658
MN908947.3	324	727	SARS-CoV-2_2	15477	4658
MN908947.3	644	1044	SARS-CoV-2_3	3430	4658
MN908947.3	944	1362	SARS-CoV-2_4	1673	4658
MN908947.3	1245	1650	SARS-CoV-2_5	2357	4658
MN908947.3	1540	1948	SARS-CoV-2_6	7576	4658
MN908947.3	1851	2250	SARS-CoV-2_7	3688	4658
MN908947.3	2154	2571	SARS-CoV-2_8	7038	4658
MN908947.3	2483	2885	SARS-CoV-2_9	2091	4658
MN908947.3	2826	3210	SARS-CoV-2_10	1076	4658
MN908947.3	3078	3492	SARS-CoV-2_11	814	4658
MN908947.3	3390	3794	SARS-CoV-2_12	1570	4658
MN908947.3	3683	4093	SARS-CoV-2_13	624	4658
MN908947.3	3992	4409	SARS-CoV-2_14	1474	4658
MN908947.3	4312	4710	SARS-CoV-2_15	3165	4658
MN908947.3	4620	5017	SARS-CoV-2_16	5081	4658
MN908947.3	4923	5331	SARS-CoV-2_17	4704	4658
MN908947.3	5230	5643	SARS-CoV-2_18	4904	4658
MN908947.3	5561	5957	SARS-CoV-2_19	14733	4658
MN908947.3	5867	6272	SARS-CoV-2_20	1246	4658
MN908947.3	6184	6582	SARS-CoV-2_21	227	4658
MN908947.3	6478	6885	SARS-CoV-2_22	431	4658
MN908947.3	6747	7148	SARS-CoV-2_23	796	4658
MN908947.3	7057	7467	SARS-CoV-2_24	1006	4658
MN908947.3	7381	7770	SARS-CoV-2_25	2078	4658
MN908947.3	7672	8092	SARS-CoV-2_26	2709	4658
MN908947.3	7997	8395	SARS-CoV-2_27	16267	4658
MN908947.3	8304	8714	SARS-CoV-2_28	2292	4658
MN908947.3	8596	9013	SARS-CoV-2_29	2291	4658
MN908947.3	8919	9329	SARS-CoV-2_30	2589	4658
MN908947.3	9168	9564	SARS-CoV-2_31	981	4658
MN908947.3	9470	9866	SARS-CoV-2_32	3385	4658
MN908947.3	9782	10176	SARS-CoV-2_33	2146	4658
MN908947.3	10076	10491	SARS-CoV-2_34	1352	4658
MN908947.3	10393	10810	SARS-CoV-2_35	1318	4658
MN908947.3	10713	11116	SARS-CoV-2_36	950	4658
MN908947.3	11000	11414	SARS-CoV-2_37	1809	4658
MN908947.3	11305	11720	SARS-CoV-2_38	7887	4658
MN908947.3	11624	12033	SARS-CoV-2_39	2018	4658
MN908947.3	11937	12339	SARS-CoV-2_40	1638	4658
MN908947.3	12234	12643	SARS-CoV-2_41	8319	4658
MN908947.3	12519	12920	SARS-CoV-2_42	6169	4658
MN908947.3	12831	13240	SARS-CoV-2_43	2849	4658
MN908947.3	13124	13528	SARS-CoV-2_44	6704	4658
MN908947.3	13463	13859	SARS-CoV-2_45	1481	4658
MN908947.3	13752	14144	SARS-CoV-2_46	1015	4658
MN908947.3	14045	14457	SARS-CoV-2_47	1205	4658
MN908947.3	14338	14743	SARS-CoV-2_48	1560	4658
MN908947.3	14647	15050	SARS-CoV-2_49	1667	4658
MN908947.3	14953	15358	SARS-CoV-2_50	2201	4658
MN908947.3	15214	15619	SARS-CoV-2_51	2948	4658
MN908947.3	15535	15941	SARS-CoV-2_52	1606	4658
MN908947.3	15855	16260	SARS-CoV-2_53	3739	4658
MN908947.3	16112	16508	SARS-CoV-2_54	4249	4658
MN908947.3	16386	16796	SARS-CoV-2_55	9795	4658
MN908947.3	16692	17105	SARS-CoV-2_56	10806	4658
MN908947.3	16986	17405	SARS-CoV-2_57	7541	4658
MN908947.3	17323	17711	SARS-CoV-2_58	7671	4658
MN908947.3	17615	18022	SARS-CoV-2_59	10955	4658
MN908947.3	17911	18328	SARS-CoV-2_60	4859	4658
MN908947.3	18244	18652	SARS-CoV-2_61	4844	4658
MN908947.3	18550	18961	SARS-CoV-2_62	1874	4658
MN908947.3	18869	19277	SARS-CoV-2_63	1509	4658
MN908947.3	19183	19586	SARS-CoV-2_64	1206	4658
MN908947.3	19485	19901	SARS-CoV-2_65	1558	4658
MN908947.3	19810	20216	SARS-CoV-2_66	5020	4658
MN908947.3	20090	20497	SARS-CoV-2_67	3029	4658
MN908947.3	20377	20792	SARS-CoV-2_68	5185	4658
MN908947.3	20677	21080	SARS-CoV-2_69	1461	4658
MN908947.3	20988	21387	SARS-CoV-2_70	2106	4658
MN908947.3	21294	21700	SARS-CoV-2_71	12140	4658
MN908947.3	21532	21933	SARS-CoV-2_72	1419	4658
MN908947.3	21865	22274	SARS-CoV-2_73	706	4658
MN908947.3	22091	22503	SARS-CoV-2_74	480	4658
MN908947.3	22402	22805	SARS-CoV-2_75	312	4658
MN908947.3	22648	23057	SARS-CoV-2_76	1073	4658
MN908947.3	22944	23351	SARS-CoV-2_77	3757	4658
MN908947.3	23219	23635	SARS-CoV-2_78	5443	4658
MN908947.3	23553	23955	SARS-CoV-2_79	6864	4658
MN908947.3	23853	24258	SARS-CoV-2_80	2305	4658
MN908947.3	24171	24567	SARS-CoV-2_81	3505	4658
MN908947.3	24426	24836	SARS-CoV-2_82	4186	4658
MN908947.3	24750	25150	SARS-CoV-2_83	641	4658
MN908947.3	25051	25461	SARS-CoV-2_84	557	4658
MN908947.3	25331	25740	SARS-CoV-2_85	1518	4658
MN908947.3	25645	26050	SARS-CoV-2_86	768	4658
MN908947.3	25951	26360	SARS-CoV-2_87	1390	4658
MN908947.3	26255	26661	SARS-CoV-2_88	1794	4658
MN908947.3	26564	26979	SARS-CoV-2_89	7878	4658
MN908947.3	26873	27283	SARS-CoV-2_90	1874	4658
MN908947.3	27152	27560	SARS-CoV-2_91	1834	4658
MN908947.3	27447	27855	SARS-CoV-2_92	2737	4658
MN908947.3	27700	28104	SARS-CoV-2_93	3966	4658
MN908947.3	27996	28416	SARS-CoV-2_94	12023	4658
MN908947.3	28190	28598	SARS-CoV-2_95	12034	4658
MN908947.3	28512	28914	SARS-CoV-2_96	10365	4658
MN908947.3	28827	29227	SARS-CoV-2_97	12046	4658
MN908947.3	29136	29534	SARS-CoV-2_98	4749	4658
MN908947.3	29452	29854	SARS-CoV-2_99	16258	4658
